dataset,group,model,cluster,n,error,sse
RAPSODI_standard,850,reference,2024-09-01,5,-56.34378631530211,1010.9856488937002
RAPSODI_standard,850,reference,2024-09-02,5,-2.658559631362742,137.00855803961994
RAPSODI_standard,850,reference,2024-09-03,6,30.52258742800788,521.5552881303038
RAPSODI_standard,850,reference,2024-09-04,4,-18.280492053142563,139.93562477307847
RAPSODI_standard,850,reference,2024-09-05,4,-16.4504092224991,653.5840162027544
RAPSODI_standard,850,reference,2024-09-06,4,-27.92147921826356,348.14574452352394
RAPSODI_standard,850,reference,2024-09-07,5,-21.65975671913163,101.31453253493017
RAPSODI_standard,850,reference,2024-09-08,4,-21.155832300729337,205.51998813670164
RAPSODI_standard,850,reference,2024-09-09,4,-3.8859633641123663,311.9385840526562
RAPSODI_standard,850,reference,2024-09-10,6,-21.09100102864806,144.91808642164392
RAPSODI_standard,850,reference,2024-09-11,1,-14.632955071006064,214.1233741100821
RAPSODI_standard,925,ERA5,2024-08-09,1,-15.643284656098842,244.71235483173749
RAPSODI_standard,925,ERA5,2024-08-10,6,-3.809945255092174,2752.174744402599
RAPSODI_standard,925,ERA5,2024-08-11,5,-14.98114923877597,94.06043876139582
RAPSODI_standard,925,ERA5,2024-08-12,3,-7.660929786378347,164.81487580770295
RAPSODI_standard,925,ERA5,2024-08-13,4,-21.109916784119378,215.379547436986
RAPSODI_standard,925,ERA5,2024-08-14,4,-30.638465036873527,745.3578546325003
RAPSODI_standard,925,ERA5,2024-08-15,5,-25.68009511185113,169.07430750974083
RAPSODI_standard,925,ERA5,2024-08-16,6,-15.369883380619001,191.92451381875634
RAPSODI_standard,925,ERA5,2024-08-17,4,-8.64193180810156,67.03891230588442
RAPSODI_standard,925,ERA5,2024-08-18,4,-12.814747341840814,85.16185761808867
RAPSODI_standard,925,ERA5,2024-08-19,5,-26.389977291529988,148.82650193108418
RAPSODI_standard,925,ERA5,2024-08-20,5,-14.372394823675904,82.78213939313791
RAPSODI_standard,925,ERA5,2024-08-21,4,-34.478495795119784,621.8556934283865
RAPSODI_standard,925,ERA5,2024-08-22,6,-35.133509835357415,266.14923901756833
RAPSODI_standard,925,ERA5,2024-08-23,4,-27.383443711200243,227.09539335491834
RAPSODI_standard,925,ERA5,2024-08-24,4,-94.25374914375021,3189.579434951261
RAPSODI_standard,925,ERA5,2024-08-25,5,-57.97136691561451,1618.8443143850131
RAPSODI_standard,925,ERA5,2024-08-26,6,-45.024812291487024,356.5501878817411
RAPSODI_standard,925,ERA5,2024-08-27,5,-8.047612070442256,52.82383691647113
RAPSODI_standard,925,ERA5,2024-08-28,4,-4.758680016697724,656.2912101284426
RAPSODI_standard,925,ERA5,2024-08-29,5,-93.90442877871658,2083.893776940542
RAPSODI_standard,925,ERA5,2024-08-30,5,-158.07041813353953,5646.4109722425255
RAPSODI_standard,925,ERA5,2024-08-31,5,-38.71872713893498,515.9040085350449
RAPSODI_standard,925,ERA5,2024-09-01,5,-131.31256363202488,3672.2415393593865
RAPSODI_standard,925,ERA5,2024-09-02,5,-216.85719091740896,10437.224249805884
RAPSODI_standard,925,ERA5,2024-09-03,6,-165.22189127752148,5724.253116588529
RAPSODI_standard,925,ERA5,2024-09-04,4,-68.95526598055369,1340.9492922162337
RAPSODI_standard,925,ERA5,2024-09-05,4,-67.89708735429735,1202.928302241258
RAPSODI_standard,925,ERA5,2024-09-06,4,-12.732529260658794,101.00275514353115
RAPSODI_standard,925,ERA5,2024-09-07,5,-37.95889800172961,311.0036452070222
RAPSODI_standard,925,ERA5,2024-09-08,4,-19.85032162486948,120.19800964664717
RAPSODI_standard,925,ERA5,2024-09-09,4,-31.431242095011726,403.7943074870735
RAPSODI_standard,925,ERA5,2024-09-10,6,-82.18123609782037,2348.7704060425376
RAPSODI_standard,925,ERA5,2024-09-11,1,-11.394898875122237,129.84372037426203
RAPSODI_standard,925,reference,2024-08-09,1,-11.772876380158172,138.60061826248617
RAPSODI_standard,925,reference,2024-08-10,6,15.31124437949694,2854.983613284208
RAPSODI_standard,925,reference,2024-08-11,5,-0.76657950557721,47.26943520965873
RAPSODI_standard,925,reference,2024-08-12,3,1.2365822524335623,149.25470716458898
RAPSODI_standard,925,reference,2024-08-13,4,-9.515882321159586,120.56370378798131
RAPSODI_standard,925,reference,2024-08-14,4,-17.82083565376349,585.6316171016026
RAPSODI_standard,925,reference,2024-08-15,5,-11.738780814246724,64.05785085504012
RAPSODI_standard,925,reference,2024-08-16,6,2.349720763907351,143.5407620676104
RAPSODI_standard,925,reference,2024-08-17,4,2.058540436567359,36.45885019571455
RAPSODI_standard,925,reference,2024-08-18,4,0.7770940966715467,55.28262061410196
RAPSODI_standard,925,reference,2024-08-19,5,-15.43651243006035,57.04395694595664
RAPSODI_standard,925,reference,2024-08-20,5,-1.6476093071496107,41.4017447470368
RAPSODI_standard,925,reference,2024-08-21,4,-23.328235131245183,451.7806505537149
RAPSODI_standard,925,reference,2024-08-22,6,-17.65705578610762,114.64687683233115
RAPSODI_standard,925,reference,2024-08-23,4,-12.834890363690752,86.49681159065412
RAPSODI_standard,925,reference,2024-08-24,4,-79.46213790824812,2589.1657030276388
RAPSODI_standard,925,reference,2024-08-25,5,-43.44601364906454,1361.7909896534165
RAPSODI_standard,925,reference,2024-08-26,6,-28.085489138010992,149.0075624290602
RAPSODI_standard,925,reference,2024-08-27,5,4.580239416933617,35.05848785018835
RAPSODI_standard,925,reference,2024-08-28,4,11.181029131535842,627.2945252205055
RAPSODI_standard,925,reference,2024-08-29,5,-69.33569348295573,1288.4661058829322
RAPSODI_standard,925,reference,2024-08-30,5,-141.84746321345986,4685.439672546965
RAPSODI_standard,925,reference,2024-08-31,5,-25.579782096276702,327.79580922675626
RAPSODI_standard,925,reference,2024-09-01,5,-111.5438615383953,2702.02145144973
RAPSODI_standard,925,reference,2024-09-02,5,-199.65139777081268,9009.655921110707
RAPSODI_standard,925,reference,2024-09-03,6,-144.84778990777366,4660.8765418746825
RAPSODI_standard,925,reference,2024-09-04,4,-54.39200221706092,898.4586659312092
RAPSODI_standard,925,reference,2024-09-05,4,-55.491134466956545,816.2279458562646
RAPSODI_standard,925,reference,2024-09-06,4,-1.92313459709553,60.41199752121475
RAPSODI_standard,925,reference,2024-09-07,5,-24.687292837845437,145.44996007504437
RAPSODI_standard,925,reference,2024-09-08,4,-8.672070820249902,43.16325748814012
RAPSODI_standard,925,reference,2024-09-09,4,-19.33375745628592,258.16089463021655
RAPSODI_standard,925,reference,2024-09-10,6,-57.72925793487887,1854.28460241315
RAPSODI_standard,925,reference,2024-09-11,1,-8.279672143987582,68.55297081192393
RAPSODI_standard,all,ERA5,2024-08-09,3,-33.1691775730759,470.4376180789201
RAPSODI_standard,all,ERA5,2024-08-10,29,-59.25022298809125,3482.4286571077405
RAPSODI_standard,all,ERA5,2024-08-11,26,-201.6400029447097,5041.603987248917
RAPSODI_standard,all,ERA5,2024-08-12,16,-109.24129646860536,3101.5589542201433
RAPSODI_standard,all,ERA5,2024-08-13,20,-99.95026869527477,2420.561159550044
RAPSODI_standard,all,ERA5,2024-08-14,22,-46.070079265704805,1047.680215972666
RAPSODI_standard,all,ERA5,2024-08-15,28,6.908684056910886,869.7660316229529
RAPSODI_standard,all,ERA5,2024-08-16,36,-186.3031524832984,2925.109121343651
RAPSODI_standard,all,ERA5,2024-08-17,24,-102.5838251464099,881.6799620333434
RAPSODI_standard,all,ERA5,2024-08-18,24,-117.67933871381399,1453.3780939553453
RAPSODI_standard,all,ERA5,2024-08-19,30,-216.7440827403202,4550.047264530075
RAPSODI_standard,all,ERA5,2024-08-20,30,-80.16251751102395,1024.7946737916336
RAPSODI_standard,all,ERA5,2024-08-21,24,-242.39316635497624,4879.651595072934
RAPSODI_standard,all,ERA5,2024-08-22,36,-287.9803671453379,3847.2210232511397
RAPSODI_standard,all,ERA5,2024-08-23,24,-127.21735760216146,1346.7353127930216
RAPSODI_standard,all,ERA5,2024-08-24,24,-193.0351309866671,5131.241215658884
RAPSODI_standard,all,ERA5,2024-08-25,30,-79.96749600864868,2221.6681480909933
RAPSODI_standard,all,ERA5,2024-08-26,36,-87.29382860545518,2200.953515263209
RAPSODI_standard,all,ERA5,2024-08-27,30,-89.8627906748492,682.9043193598465
RAPSODI_standard,all,ERA5,2024-08-28,23,-82.57832427419285,1327.844858980997
RAPSODI_standard,all,ERA5,2024-08-29,30,-72.19759038209334,2849.4023784865417
RAPSODI_standard,all,ERA5,2024-08-30,30,-176.68765608703947,6409.118036996624
RAPSODI_standard,all,ERA5,2024-08-31,30,-97.0387229275125,1411.3327935544737
RAPSODI_standard,all,ERA5,2024-09-01,30,-216.58727528079373,5035.036412725728
RAPSODI_standard,all,ERA5,2024-09-02,30,-258.73857895995474,10741.3304191871
RAPSODI_standard,all,ERA5,2024-09-03,36,-219.1411124996635,6788.577277931389
RAPSODI_standard,all,ERA5,2024-09-04,24,-128.45462080864178,1946.9757995016366
RAPSODI_standard,all,ERA5,2024-09-05,24,-99.04763878733122,2534.043455061358
RAPSODI_standard,all,ERA5,2024-09-06,24,-74.06795717725494,1154.1607724786402
RAPSODI_standard,all,ERA5,2024-09-07,30,-92.71108602397645,1049.8688581848673
RAPSODI_standard,all,ERA5,2024-09-08,24,-95.88613778407239,723.9081334051205
RAPSODI_standard,all,ERA5,2024-09-09,24,-114.21176788379299,1413.1364618507905
RAPSODI_standard,all,ERA5,2024-09-10,36,-182.630297495433,3370.7076619904824
RAPSODI_standard,all,ERA5,2024-09-11,6,-50.55233281816942,703.9627984767417
RAPSODI_standard,all,reference,2024-08-09,3,-22.362389193975467,320.9065824032439
RAPSODI_standard,all,reference,2024-08-10,29,3.367960387437469,3512.2429225969086
RAPSODI_standard,all,reference,2024-08-11,26,-136.9718814374492,4168.726741392974
RAPSODI_standard,all,reference,2024-08-12,16,-71.0855823036279,2608.469527981802
RAPSODI_standard,all,reference,2024-08-13,20,-51.361119756618045,1998.7930041185466
RAPSODI_standard,all,reference,2024-08-14,22,-1.56897965912255,935.9083541157945
RAPSODI_standard,all,reference,2024-08-15,28,63.87135673245177,1005.7925432283286
RAPSODI_standard,all,reference,2024-08-16,36,-101.14571238871426,2119.7558278976676
RAPSODI_standard,all,reference,2024-08-17,24,-44.74728250196718,377.63623979856004
RAPSODI_standard,all,reference,2024-08-18,24,-63.164940481998386,1195.8875876788254
RAPSODI_standard,all,reference,2024-08-19,30,-159.19147971390447,3909.06167034759
RAPSODI_standard,all,reference,2024-08-20,30,-20.908121951667578,837.2937225051653
RAPSODI_standard,all,reference,2024-08-21,24,-186.33405282237356,3373.1540246105687
RAPSODI_standard,all,reference,2024-08-22,36,-198.54616563298845,2200.911183616978
RAPSODI_standard,all,reference,2024-08-23,24,-66.93663064168557,822.0094214243741
RAPSODI_standard,all,reference,2024-08-24,24,-139.06486557511815,4460.581071941852
RAPSODI_standard,all,reference,2024-08-25,30,-21.391878298194857,2003.7382609170247
RAPSODI_standard,all,reference,2024-08-26,36,-10.482235554035958,2073.8028504937442
RAPSODI_standard,all,reference,2024-08-27,30,-21.896228507810314,518.1904030014707
RAPSODI_standard,all,reference,2024-08-28,23,-24.224577079568345,1023.1945569428324
RAPSODI_standard,all,reference,2024-08-29,30,3.156855634424527,2552.70033835434
RAPSODI_standard,all,reference,2024-08-30,30,-114.19784327801753,5709.984947199131
RAPSODI_standard,all,reference,2024-08-31,30,-32.65253233607849,971.9811381979569
RAPSODI_standard,all,reference,2024-09-01,30,-151.26956598658742,3849.9915560303593
RAPSODI_standard,all,reference,2024-09-02,30,-195.72687595355666,9338.859511063736
RAPSODI_standard,all,reference,2024-09-03,36,-141.23125227002754,5710.845638141553
RAPSODI_standard,all,reference,2024-09-04,24,-75.32476266063655,1421.2801214305084
RAPSODI_standard,all,reference,2024-09-05,24,-49.42688744701524,2384.1435814340125
RAPSODI_standard,all,reference,2024-09-06,24,-21.301530353048168,1072.1903116759227
RAPSODI_standard,all,reference,2024-09-07,30,-24.970494037556353,652.4646293978149
RAPSODI_standard,all,reference,2024-09-08,24,-44.04136461804088,329.31892542001935
RAPSODI_standard,all,reference,2024-09-09,24,-65.64117326705659,969.5528466775061
RAPSODI_standard,all,reference,2024-09-10,36,-92.87195946781706,2683.343521392003
RAPSODI_standard,all,reference,2024-09-11,6,-35.70987791280514,375.1091902531425
